T (degC),rh (%),Tdew (degC),rain (mm),p (mbar),wv (m/s),Day sin,Day cos,Year sin,Year cos
8.559231086294291,16.52822412760356,6.844747785421702,0.9154952873822526,8.749795170216197,1.5758512680521173,0.707109357452894,0.7071183263543106,0.6962052649401553,0.7164591545878086
